date,data
1996-January-Early,3228
1996-January-Mid,3189
1996-January-Late,3154
1997-January-Early,6068
1997-January-Mid,6221
1997-January-Late,6527
1998-January-Early,7454
1998-January-Mid,7273
1998-January-Late,7273
1999-January-Early,2391
1999-January-Mid,2523
1999-January-Late,2715
2000-January-Early,2360
2000-January-Mid,2383
2000-January-Late,2371
2001-January-Early,7203
2001-January-Mid,7619
2001-January-Late,8153
2002-January-Early,5859
2002-January-Mid,6012
2002-January-Late,6024
2003-January-Early,4454
2003-January-Mid,4475
2003-January-Late,4496
2004-January-Early,4580
2004-January-Mid,4617
2004-January-Late,4689
2005-January-Early,8290
2005-January-Mid,8591
2005-January-Late,8617
2006-January-Early,5626
2006-January-Mid,5682
2006-January-Late,5675
2007-January-Early,5817
2007-January-Mid,5886
2007-January-Late,5979
2008-January-Early,4620
2008-January-Mid,4640
2008-January-Late,4469
2009-January-Early,7017
2009-January-Mid,6765
2009-January-Late,6972
2010-January-Early,6931
2010-January-Mid,7279
2010-January-Late,8008
2011-January-Early,8044
2011-January-Mid,8153
2011-January-Late,8210
2012-January-Early,8129
2012-January-Mid,8202
2012-January-Late,8314
2013-January-Early,9457
2013-January-Mid,9482
2013-January-Late,9581
2014-January-Early,7306
2014-January-Mid,7436
2014-January-Late,7496
2015-January-Early,10617
2015-January-Mid,10847
2015-January-Late,10979
2016-January-Early,10229
2016-January-Mid,10372
2016-January-Late,10472
2017-January-Early,6722
2017-January-Mid,7011
2017-January-Late,7184
2018-January-Early,8773
2018-January-Mid,8814
2018-January-Late,8894
2019-January-Early,15722
2019-January-Mid,15809
2019-January-Late,15925
2020-January-Early,12393
2020-January-Mid,12452
2020-January-Late,12383
2021-January-Early,10730
2021-January-Mid,10689
2021-January-Late,10567
2022-January-Early,8031
2022-January-Mid,8072
2022-January-Late,8204
2023-January-Early,12721
2023-January-Mid,12941
2023-January-Late,13325
2024-January-Early,15288
2024-January-Mid,15715
2024-January-Late,15634
1996-February-Early,3171
1996-February-Mid,3204
1996-February-Late,3193
1997-February-Early,6998
1997-February-Mid,7280
1997-February-Late,7289
1998-February-Early,7213
1998-February-Mid,7101
1998-February-Late,6995
1999-February-Early,2804
1999-February-Mid,2845
1999-February-Late,2838
2000-February-Early,2380
2000-February-Mid,2380
2000-February-Late,2380
2001-February-Early,9096
2001-February-Mid,9680
2001-February-Late,9660
2002-February-Early,6080
2002-February-Mid,6036
2002-February-Late,5929
2003-February-Early,4557
2003-February-Mid,4565
2003-February-Late,4564
2004-February-Early,4797
2004-February-Mid,4850
2004-February-Late,5100
2005-February-Early,8678
2005-February-Mid,8694
2005-February-Late,8752
2006-February-Early,5789
2006-February-Mid,5761
2006-February-Late,5748
2007-February-Early,6054
2007-February-Mid,6221
2007-February-Late,6117
2008-February-Early,4350
2008-February-Mid,4532
2008-February-Late,4554
2009-February-Early,7111
2009-February-Mid,7167
2009-February-Late,7169
2010-February-Early,8208
2010-February-Mid,8541
2010-February-Late,8699
2011-February-Early,8352
2011-February-Mid,8254
2011-February-Late,8262
2012-February-Early,8128
2012-February-Mid,7912
2012-February-Late,7947
2013-February-Early,9607
2013-February-Mid,9691
2013-February-Late,9809
2014-February-Early,7473
2014-February-Mid,7594
2014-February-Late,7753
2015-February-Early,11207
2015-February-Mid,11402
2015-February-Late,11113
2016-February-Early,10592
2016-February-Mid,10556
2016-February-Late,10415
2017-February-Early,7228
2017-February-Mid,7233
2017-February-Late,7256
2018-February-Early,8916
2018-February-Mid,9028
2018-February-Late,8960
2019-February-Early,16025
2019-February-Mid,16018
2019-February-Late,16028
2020-February-Early,11668
2020-February-Mid,11215
2020-February-Late,12353
2021-February-Early,10604
2021-February-Mid,10689
2021-February-Late,10708
2022-February-Early,8387
2022-February-Mid,8478
2022-February-Late,8302
2023-February-Early,13611
2023-February-Mid,13552
2023-February-Late,13892
2024-February-Early,15685
2024-February-Mid,15682
2024-February-Late,15709
1996-March-Early,3206
1996-March-Mid,3161
1996-March-Late,3174
1997-March-Early,7291
1997-March-Mid,7179
1997-March-Late,7268
1998-March-Early,7011
1998-March-Mid,6959
1998-March-Late,6854
1999-March-Early,2800
1999-March-Mid,2792
1999-March-Late,2776
2000-March-Early,2318
2000-March-Mid,2280
2000-March-Late,2280
2001-March-Early,9551
2001-March-Mid,9570
2001-March-Late,9440
2002-March-Early,6080
2002-March-Mid,6028
2002-March-Late,6029
2003-March-Early,4515
2003-March-Mid,4534
2003-March-Late,4499
2004-March-Early,5535
2004-March-Mid,5904
2004-March-Late,6226
2005-March-Early,8907
2005-March-Mid,8942
2005-March-Late,8854
2006-March-Early,5612
2006-March-Mid,5531
2006-March-Late,5526
2007-March-Early,6106
2007-March-Mid,6049
2007-March-Late,6011
2008-March-Early,4578
2008-March-Mid,4606
2008-March-Late,4639
2009-March-Early,7164
2009-March-Mid,7230
2009-March-Late,7224
2010-March-Early,8782
2010-March-Mid,8833
2010-March-Late,8974
2011-March-Early,8374
2011-March-Mid,8394
2011-March-Late,8268
2012-March-Early,7977
2012-March-Mid,7889
2012-March-Late,8130
2013-March-Early,10108
2013-March-Mid,10472
2013-March-Late,10585
2014-March-Early,7574
2014-March-Mid,7949
2014-March-Late,9243
2015-March-Early,11386
2015-March-Mid,11070
2015-March-Late,10862
2016-March-Early,10833
2016-March-Mid,10830
2016-March-Late,10857
2017-March-Early,7076
2017-March-Mid,7185
2017-March-Late,7365
2018-March-Early,8968
2018-March-Mid,8991
2018-March-Late,9058
2019-March-Early,15818
2019-March-Mid,16063
2019-March-Late,16355
2020-March-Early,13149
2020-March-Mid,13619
2020-March-Late,13531
2021-March-Early,10690
2021-March-Mid,10684
2021-March-Late,10691
2022-March-Early,8117
2022-March-Mid,8417
2022-March-Late,8504
2023-March-Early,13275
2023-March-Mid,13668
2023-March-Late,13894
2024-March-Early,15747
2024-March-Mid,15797
2024-March-Late,16091
1996-April-Early,3203
1996-April-Mid,3179
1996-April-Late,3179
1997-April-Early,7510
1997-April-Mid,7896
1997-April-Late,8053
1998-April-Early,6769
1998-April-Mid,6651
1998-April-Late,6507
1999-April-Early,2824
1999-April-Mid,2832
1999-April-Late,2832
2000-April-Early,2280
2000-April-Mid,2371
2000-April-Late,2439
2001-April-Early,9270
2001-April-Mid,9320
2001-April-Late,9351
2002-April-Early,6053
2002-April-Mid,6068
2002-April-Late,6094
2003-April-Early,4467
2003-April-Mid,4458
2003-April-Late,4476
2004-April-Early,6550
2004-April-Mid,6369
2004-April-Late,6344
2005-April-Early,8943
2005-April-Mid,8951
2005-April-Late,9038
2006-April-Early,5664
2006-April-Mid,5640
2006-April-Late,5618
2007-April-Early,6005
2007-April-Mid,5988
2007-April-Late,6153
2008-April-Early,4679
2008-April-Mid,4712
2008-April-Late,4696
2009-April-Early,7234
2009-April-Mid,7352
2009-April-Late,7513
2010-April-Early,9251
2010-April-Mid,9544
2010-April-Late,9832
2011-April-Early,8192
2011-April-Mid,8041
2011-April-Late,7837
2012-April-Early,7971
2012-April-Mid,7907
2012-April-Late,8068
2013-April-Early,10490
2013-April-Mid,10522
2013-April-Late,10477
2014-April-Early,9595
2014-April-Mid,9583
2014-April-Late,9804
2015-April-Early,11075
2015-April-Mid,11373
2015-April-Late,11431
2016-April-Early,10921
2016-April-Mid,10943
2016-April-Late,10970
2017-April-Early,7442
2017-April-Mid,7390
2017-April-Late,7099
2018-April-Early,9289
2018-April-Mid,9390
2018-April-Late,9403
2019-April-Early,16949
2019-April-Mid,17046
2019-April-Late,17159
2020-April-Early,13350
2020-April-Mid,13414
2020-April-Late,13374
2021-April-Early,10892
2021-April-Mid,11712
2021-April-Late,11651
2022-April-Early,8480
2022-April-Mid,8421
2022-April-Late,8409
2023-April-Early,14339
2023-April-Mid,14277
2023-April-Late,14730
2024-April-Early,16009
2024-April-Mid,16079
2024-April-Late,16142
1996-May-Early,3168
1996-May-Mid,3154
1996-May-Late,3146
1997-May-Early,8429
1997-May-Mid,8631
1997-May-Late,9235
1998-May-Early,6586
1998-May-Mid,6534
1998-May-Late,6581
1999-May-Early,2833
1999-May-Mid,2752
1999-May-Late,2686
2000-May-Early,2440
2000-May-Mid,2440
2000-May-Late,2487
2001-May-Early,9470
2001-May-Mid,9499
2001-May-Late,9566
2002-May-Early,6087
2002-May-Mid,6120
2002-May-Late,6179
2003-May-Early,4469
2003-May-Mid,4533
2003-May-Late,4659
2004-May-Early,6390
2004-May-Mid,6575
2004-May-Late,6855
2005-May-Early,9089
2005-May-Mid,9097
2005-May-Late,9156
2006-May-Early,5572
2006-May-Mid,5584
2006-May-Late,5655
2007-May-Early,6226
2007-May-Mid,6217
2007-May-Late,6243
2008-May-Early,4749
2008-May-Mid,4787
2008-May-Late,4795
2009-May-Early,7915
2009-May-Mid,8130
2009-May-Late,8360
2010-May-Early,9972
2010-May-Mid,10032
2010-May-Late,10217
2011-May-Early,7773
2011-May-Mid,7801
2011-May-Late,7847
2012-May-Early,8044
2012-May-Mid,8237
2012-May-Late,8369
2013-May-Early,10500
2013-May-Mid,10564
2013-May-Late,10818
2014-May-Early,10137
2014-May-Mid,11171
2014-May-Late,11404
2015-May-Early,11893
2015-May-Mid,12326
2015-May-Late,12618
2016-May-Early,11093
2016-May-Mid,11261
2016-May-Late,11283
2017-May-Early,7102
2017-May-Mid,7115
2017-May-Late,7128
2018-May-Early,9412
2018-May-Mid,9403
2018-May-Late,9401
2019-May-Early,17428
2019-May-Mid,17457
2019-May-Late,17644
2020-May-Early,13223
2020-May-Mid,13673
2020-May-Late,13656
2021-May-Early,11677
2021-May-Mid,11720
2021-May-Late,11707
2022-May-Early,8435
2022-May-Mid,8418
2022-May-Late,8404
2023-May-Early,15168
2023-May-Mid,15269
2023-May-Late,15669
2024-May-Early,16158
2024-May-Mid,16072
2024-May-Late,16002
1996-June-Early,3146
1996-June-Mid,3128
1996-June-Late,3228
1997-June-Early,9477
1997-June-Mid,9398
1997-June-Late,9379
1998-June-Early,6648
1998-June-Mid,6690
1998-June-Late,6657
1999-June-Early,2680
1999-June-Mid,2674
1999-June-Late,2698
2000-June-Early,2668
2000-June-Mid,3514
2000-June-Late,4443
2001-June-Early,9777
2001-June-Mid,10506
2001-June-Late,10988
2002-June-Early,6197
2002-June-Mid,6206
2002-June-Late,6220
2003-June-Early,4748
2003-June-Mid,4693
2003-June-Late,4681
2004-June-Early,6949
2004-June-Mid,7025
2004-June-Late,7235
2005-June-Early,9156
2005-June-Mid,9114
2005-June-Late,9114
2006-June-Early,5660
2006-June-Mid,5654
2006-June-Late,5665
2007-June-Early,6288
2007-June-Mid,6239
2007-June-Late,6234
2008-June-Early,4777
2008-June-Mid,4692
2008-June-Late,4750
2009-June-Early,8427
2009-June-Mid,8151
2009-June-Late,8136
2010-June-Early,10215
2010-June-Mid,10504
2010-June-Late,10599
2011-June-Early,7849
2011-June-Mid,7884
2011-June-Late,7933
2012-June-Early,8654
2012-June-Mid,9014
2012-June-Late,9074
2013-June-Early,11320
2013-June-Mid,11211
2013-June-Late,11163
2014-June-Early,11269
2014-June-Mid,10804
2014-June-Late,10920
2015-June-Early,12790
2015-June-Mid,12924
2015-June-Late,13250
2016-June-Early,11121
2016-June-Mid,10774
2016-June-Late,10314
2017-June-Early,7113
2017-June-Mid,7063
2017-June-Late,7020
2018-June-Early,9369
2018-June-Mid,9360
2018-June-Late,9720
2019-June-Early,18001
2019-June-Mid,19018
2019-June-Late,20279
2020-June-Early,13926
2020-June-Mid,14212
2020-June-Late,14246
2021-June-Early,11787
2021-June-Mid,11688
2021-June-Late,11810
2022-June-Early,8396
2022-June-Mid,8367
2022-June-Late,8566
2023-June-Early,17313
2023-June-Mid,17328
2023-June-Late,17623
2024-June-Early,16059
2024-June-Mid,15719
2024-June-Late,16073
1996-July-Early,3651
1996-July-Mid,3894
1996-July-Late,4195
1997-July-Early,9508
1997-July-Mid,9590
1997-July-Late,9763
1998-July-Early,6614
1998-July-Mid,6601
1998-July-Late,6595
1999-July-Early,2700
1999-July-Mid,2700
1999-July-Late,2668
2000-July-Early,4565
2000-July-Mid,4524
2000-July-Late,4522
2001-July-Early,11418
2001-July-Mid,11860
2001-July-Late,12299
2002-July-Early,6168
2002-July-Mid,6193
2002-July-Late,6106
2003-July-Early,4753
2003-July-Mid,4856
2003-July-Late,4910
2004-July-Early,7381
2004-July-Mid,7498
2004-July-Late,7562
2005-July-Early,9063
2005-July-Mid,9100
2005-July-Late,9114
2006-July-Early,5760
2006-July-Mid,5887
2006-July-Late,5846
2007-July-Early,6131
2007-July-Mid,6228
2007-July-Late,6228
2008-July-Early,5057
2008-July-Mid,5181
2008-July-Late,5239
2009-July-Early,8358
2009-July-Mid,8623
2009-July-Late,9165
2010-July-Early,10562
2010-July-Mid,10523
2010-July-Late,10917
2011-July-Early,7952
2011-July-Mid,8066
2011-July-Late,8148
2012-July-Early,9426
2012-July-Mid,9287
2012-July-Late,9536
2013-July-Early,11441
2013-July-Mid,11587
2013-July-Late,11428
2014-July-Early,10759
2014-July-Mid,10811
2014-July-Late,10869
2015-July-Early,13903
2015-July-Mid,14369
2015-July-Late,14630
2016-July-Early,9297
2016-July-Mid,9080
2016-July-Late,9361
2017-July-Early,6986
2017-July-Mid,7090
2017-July-Late,7100
2018-July-Early,9867
2018-July-Mid,9882
2018-July-Late,9900
2019-July-Early,20821
2019-July-Mid,21058
2019-July-Late,21666
2020-July-Early,14398
2020-July-Mid,14856
2020-July-Late,15011
2021-July-Early,11753
2021-July-Mid,11792
2021-July-Late,11796
2022-July-Early,8634
2022-July-Mid,8642
2022-July-Late,8694
2023-July-Early,17666
2023-July-Mid,18502
2023-July-Late,19077
2024-July-Early,16067
2024-July-Mid,16098
2024-July-Late,16136
1996-August-Early,4275
1996-August-Mid,4994
1996-August-Late,7286
1997-August-Early,9700
1997-August-Mid,9747
1997-August-Late,9816
1998-August-Early,6563
1998-August-Mid,6522
1998-August-Late,6517
1999-August-Early,2751
1999-August-Mid,2776
1999-August-Late,2745
2000-August-Early,4830
2000-August-Mid,4954
2000-August-Late,5758
2001-August-Early,12804
2001-August-Mid,12923
2001-August-Late,13210
2002-August-Early,6073
2002-August-Mid,6026
2002-August-Late,5953
2003-August-Early,4940
2003-August-Mid,4940
2003-August-Late,4981
2004-August-Early,7562
2004-August-Mid,7594
2004-August-Late,8290
2005-August-Early,9121
2005-August-Mid,9110
2005-August-Late,9198
2006-August-Early,5946
2006-August-Mid,6130
2006-August-Late,6121
2007-August-Early,6156
2007-August-Mid,6273
2007-August-Late,6368
2008-August-Early,5133
2008-August-Mid,5221
2008-August-Late,5586
2009-August-Early,9512
2009-August-Mid,9823
2009-August-Late,9853
2010-August-Early,11032
2010-August-Mid,11243
2010-August-Late,11491
2011-August-Early,8148
2011-August-Mid,8148
2011-August-Late,8172
2012-August-Early,9744
2012-August-Mid,10085
2012-August-Late,10783
2013-August-Early,11527
2013-August-Mid,11412
2013-August-Late,11219
2014-August-Early,11501
2014-August-Mid,14734
2014-August-Late,16046
2015-August-Early,14897
2015-August-Mid,15085
2015-August-Late,15063
2016-August-Early,9238
2016-August-Mid,9135
2016-August-Late,8556
2017-August-Early,7103
2017-August-Mid,7083
2017-August-Late,6999
2018-August-Early,10199
2018-August-Mid,11153
2018-August-Late,12288
2019-August-Early,20549
2019-August-Mid,20098
2019-August-Late,20940
2020-August-Early,15275
2020-August-Mid,15332
2020-August-Late,15375
2021-August-Early,11793
2021-August-Mid,11806
2021-August-Late,11812
2022-August-Early,8715
2022-August-Mid,8746
2022-August-Late,8709
2023-August-Early,19345
2023-August-Mid,19515
2023-August-Late,20067
2024-August-Early,15585
2024-August-Mid,15586
2024-August-Late,15935
1996-September-Early,7649
1996-September-Mid,8073
1996-September-Late,8110
1997-September-Early,10067
1997-September-Mid,10160
1997-September-Late,9707
1998-September-Early,6528
1998-September-Mid,6304
1998-September-Late,5963
1999-September-Early,2778
1999-September-Mid,2744
1999-September-Late,2691
2000-September-Early,6260
2000-September-Mid,6110
2000-September-Late,5550
2001-September-Early,13210
2001-September-Mid,12677
2001-September-Late,10511
2002-September-Early,5923
2002-September-Mid,5844
2002-September-Late,5663
2003-September-Early,5005
2003-September-Mid,5006
2003-September-Late,4997
2004-September-Early,9012
2004-September-Mid,9445
2004-September-Late,9540
2005-September-Early,9183
2005-September-Mid,9095
2005-September-Late,8884
2006-September-Early,6141
2006-September-Mid,6268
2006-September-Late,6301
2007-September-Early,6404
2007-September-Mid,6442
2007-September-Late,6472
2008-September-Early,5819
2008-September-Mid,6019
2008-September-Late,6122
2009-September-Early,9919
2009-September-Mid,9683
2009-September-Late,9588
2010-September-Early,11972
2010-September-Mid,12218
2010-September-Late,12004
2011-September-Early,8205
2011-September-Mid,8112
2011-September-Late,8111
2012-September-Early,11335
2012-September-Mid,11830
2012-September-Late,11717
2013-September-Early,11101
2013-September-Mid,10976
2013-September-Late,10378
2014-September-Early,16203
2014-September-Mid,16026
2014-September-Late,13869
2015-September-Early,15152
2015-September-Mid,15073
2015-September-Late,14814
2016-September-Early,8537
2016-September-Mid,8489
2016-September-Late,8694
2017-September-Early,7002
2017-September-Mid,6987
2017-September-Late,7001
2018-September-Early,12900
2018-September-Mid,13528
2018-September-Late,14016
2019-September-Early,22138
2019-September-Mid,21537
2019-September-Late,18791
2020-September-Early,15308
2020-September-Mid,15018
2020-September-Late,14087
2021-September-Early,11850
2021-September-Mid,11855
2021-September-Late,11873
2022-September-Early,8768
2022-September-Mid,8800
2022-September-Late,8654
2023-September-Early,20766
2023-September-Mid,20568
2023-September-Late,19817
2024-September-Early,15181
2024-September-Mid,15747
2024-September-Late,15640
1996-October-Early,7592
1996-October-Mid,6972
1996-October-Late,6362
1997-October-Early,7885
1997-October-Mid,6529
1997-October-Late,6263
1998-October-Early,5674
1998-October-Mid,4993
1998-October-Late,4570
1999-October-Early,2691
1999-October-Mid,2646
1999-October-Late,2594
2000-October-Early,4829
2000-October-Mid,4731
2000-October-Late,4691
2001-October-Early,9197
2001-October-Mid,7199
2001-October-Late,6286
2002-October-Early,5606
2002-October-Mid,5510
2002-October-Late,5061
2003-October-Early,4968
2003-October-Mid,4891
2003-October-Late,4957
2004-October-Early,9702
2004-October-Mid,9104
2004-October-Late,8614
2005-October-Early,8674
2005-October-Mid,8330
2005-October-Late,8020
2006-October-Early,6291
2006-October-Mid,6321
2006-October-Late,6303
2007-October-Early,6497
2007-October-Mid,6113
2007-October-Late,5251
2008-October-Early,6166
2008-October-Mid,5983
2008-October-Late,5869
2009-October-Early,9542
2009-October-Mid,8105
2009-October-Late,7125
2010-October-Early,11877
2010-October-Mid,11463
2010-October-Late,10694
2011-October-Early,7998
2011-October-Mid,7916
2011-October-Late,7552
2012-October-Early,11544
2012-October-Mid,10441
2012-October-Late,9505
2013-October-Early,9743
2013-October-Mid,9217
2013-October-Late,6910
2014-October-Early,11749
2014-October-Mid,10663
2014-October-Late,10076
2015-October-Early,14323
2015-October-Mid,11120
2015-October-Late,9650
2016-October-Early,8667
2016-October-Mid,7462
2016-October-Late,6071
2017-October-Early,6961
2017-October-Mid,6366
2017-October-Late,5807
2018-October-Early,14098
2018-October-Mid,13033
2018-October-Late,11553
2019-October-Early,13915
2019-October-Mid,10401
2019-October-Late,9273
2020-October-Early,12901
2020-October-Mid,10139
2020-October-Late,9809
2021-October-Early,10502
2021-October-Mid,9413
2021-October-Late,8467
2022-October-Early,8750
2022-October-Mid,8783
2022-October-Late,9236
2023-October-Early,18756
2023-October-Mid,17333
2023-October-Late,13878
2024-October-Early,14843
2024-October-Mid,0
2024-October-Late,0
1996-November-Early,5751
1996-November-Mid,5444
1996-November-Late,5804
1997-November-Early,6509
1997-November-Mid,6926
1997-November-Late,7355
1998-November-Early,4143
1998-November-Mid,3672
1998-November-Late,3384
1999-November-Early,2212
1999-November-Mid,1960
1999-November-Late,1860
2000-November-Early,4918
2000-November-Mid,5550
2000-November-Late,6594
2001-November-Early,5916
2001-November-Mid,5779
2001-November-Late,5733
2002-November-Early,4662
2002-November-Mid,4311
2002-November-Late,3928
2003-November-Early,4778
2003-November-Mid,4607
2003-November-Late,4518
2004-November-Early,8154
2004-November-Mid,7928
2004-November-Late,8071
2005-November-Early,7657
2005-November-Mid,7083
2005-November-Late,5835
2006-November-Early,6165
2006-November-Mid,5939
2006-November-Late,5360
2007-November-Early,4974
2007-November-Mid,4559
2007-November-Late,4185
2008-November-Early,5720
2008-November-Mid,5695
2008-November-Late,5772
2009-November-Early,6946
2009-November-Mid,6509
2009-November-Late,6240
2010-November-Early,9332
2010-November-Mid,8255
2010-November-Late,7060
2011-November-Early,6847
2011-November-Mid,6774
2011-November-Late,6441
2012-November-Early,9076
2012-November-Mid,8454
2012-November-Late,8394
2013-November-Early,6331
2013-November-Mid,6341
2013-November-Late,6374
2014-November-Early,9791
2014-November-Mid,9530
2014-November-Late,9342
2015-November-Early,9447
2015-November-Mid,8740
2015-November-Late,8635
2016-November-Early,5514
2016-November-Mid,4694
2016-November-Late,4539
2017-November-Early,7059
2017-November-Mid,6802
2017-November-Late,6711
2018-November-Early,11589
2018-November-Mid,12431
2018-November-Late,13589
2019-November-Early,10653
2019-November-Mid,10327
2019-November-Late,10044
2020-November-Early,9531
2020-November-Mid,8981
2020-November-Late,8873
2021-November-Early,7990
2021-November-Mid,6923
2021-November-Late,6553
2022-November-Early,10276
2022-November-Mid,10993
2022-November-Late,11228
2023-November-Early,11335
2023-November-Mid,10582
2023-November-Late,11075
2024-November-Early,0
2024-November-Mid,0
2024-November-Late,0
1996-December-Early,6164
1996-December-Mid,6116
1996-December-Late,6067
1997-December-Early,7681
1997-December-Mid,7631
1997-December-Late,7625
1998-December-Early,3158
1998-December-Mid,2988
1998-December-Late,2915
1999-December-Early,1940
1999-December-Mid,2088
1999-December-Late,2226
2000-December-Early,6831
2000-December-Mid,6906
2000-December-Late,6944
2001-December-Early,5719
2001-December-Mid,5803
2001-December-Late,5576
2002-December-Early,3895
2002-December-Mid,3810
2002-December-Late,3945
2003-December-Early,4615
2003-December-Mid,4625
2003-December-Late,4569
2004-December-Early,8489
2004-December-Mid,8397
2004-December-Late,8373
2005-December-Early,5658
2005-December-Mid,5695
2005-December-Late,5800
2006-December-Early,5556
2006-December-Mid,5595
2006-December-Late,5743
2007-December-Early,3812
2007-December-Mid,4237
2007-December-Late,4496
2008-December-Early,6448
2008-December-Mid,6718
2008-December-Late,6897
2009-December-Early,6458
2009-December-Mid,6503
2009-December-Late,6650
2010-December-Early,7751
2010-December-Mid,7867
2010-December-Late,7993
2011-December-Early,7132
2011-December-Mid,7525
2011-December-Late,7907
2012-December-Early,8869
2012-December-Mid,9045
2012-December-Late,9291
2013-December-Early,6703
2013-December-Mid,7038
2013-December-Late,7232
2014-December-Early,9583
2014-December-Mid,10279
2014-December-Late,10635
2015-December-Early,9506
2015-December-Mid,9997
2015-December-Late,9996
2016-December-Early,5222
2016-December-Mid,5923
2016-December-Late,6416
2017-December-Early,7083
2017-December-Mid,7785
2017-December-Late,8391
2018-December-Early,14138
2018-December-Mid,14578
2018-December-Late,15321
2019-December-Early,10494
2019-December-Mid,11287
2019-December-Late,12078
2020-December-Early,9260
2020-December-Mid,10411
2020-December-Late,10708
2021-December-Early,7138
2021-December-Mid,7610
2021-December-Late,8010
2022-December-Early,12295
2022-December-Mid,13163
2022-December-Late,13305
2023-December-Early,13123
2023-December-Mid,13462
2023-December-Late,14642
2024-December-Early,0
2024-December-Mid,0
2024-December-Late,0
